mirna,protein,cor_score,pval,adj_pval,de_mirna,de_prot,both_de,is_target
hsa-miR-30a-3p,COLEC10,0.9636,0,0.0182,FALSE,FALSE,FALSE,FALSE
hsa-miR-339-5p,IGHV3-9,-0.9879,0,0.0011,FALSE,FALSE,FALSE,FALSE
hsa-miR-339-5p,PODXL,-0.9515,0,0.0281,FALSE,FALSE,FALSE,FALSE
hsa-miR-589-5p,DHX15,-0.9755,0,0.0072,FALSE,TRUE,FALSE,FALSE
hsa-miR-589-5p,DNM1,0.9636,0,0.0182,FALSE,TRUE,FALSE,FALSE
hsa-miR-6837-5p,NID1,0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,FALSE
hsa-miR-25-5p,APOB,-0.9758,0,0.007,FALSE,FALSE,FALSE,FALSE
hsa-miR-183-5p,DCTN1,0.9758,0,0.007,FALSE,FALSE,FALSE,TRUE
hsa-miR-335-3p,PAK6,-0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,FALSE
hsa-miR-490-5p,THBS1,0.9515,0,0.0281,FALSE,FALSE,FALSE,TRUE
hsa-miR-4659b-3p,ACTB,0.9636,0,0.0182,FALSE,FALSE,FALSE,FALSE
hsa-miR-4659b-3p,ANXA5,0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,FALSE
hsa-miR-4659b-3p,GAPDH,0.9636,0,0.0182,FALSE,FALSE,FALSE,FALSE
hsa-miR-4659b-3p,IGLV4-3,-0.9636,0,0.0182,FALSE,FALSE,FALSE,FALSE
hsa-miR-4659b-3p,PSMA7,0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,FALSE
hsa-miR-4659b-3p,TLN1,0.9636,0,0.0182,FALSE,FALSE,FALSE,FALSE
hsa-miR-4659b-3p,TPM3,0.9515,0,0.0281,FALSE,FALSE,FALSE,FALSE
hsa-miR-4659b-3p,TRAP1,0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,FALSE
hsa-miR-4659b-3p,YWHAG,0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,FALSE
hsa-miR-4286,CCT7,-0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,FALSE
hsa-miR-320a-3p,IGHV4-34,0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,FALSE
hsa-miR-7848-3p,HSP90AA1,0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,FALSE
hsa-miR-7848-3p,IGHM,-0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,FALSE
hsa-miR-7848-3p,IGHV4-28,-0.9515,0,0.0281,FALSE,FALSE,FALSE,FALSE
hsa-miR-30d-5p,CDC42,0.9515,0,0.0281,FALSE,FALSE,FALSE,FALSE
hsa-miR-30d-5p,F13A1,0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,FALSE
hsa-miR-30d-5p,GAPDH,0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,TRUE
hsa-miR-30d-5p,IGLV4-3,-0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,FALSE
hsa-miR-30d-5p,PSMA4,0.9636,0,0.0182,FALSE,FALSE,FALSE,FALSE
hsa-miR-30d-5p,RAC1,0.9758,0,0.007,FALSE,FALSE,FALSE,TRUE
hsa-miR-30d-5p,RDX,0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,TRUE
hsa-miR-937-3p,RHOG,0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,FALSE
hsa-miR-4473,IGLL5,-0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,FALSE
hsa-miR-31-5p,CALM1,-0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,TRUE
hsa-miR-31-5p,RDX,-0.9636,0,0.0182,FALSE,FALSE,FALSE,TRUE
hsa-miR-23b-5p,TG,-0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,FALSE
hsa-miR-6855-5p,DYNC1I2,0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,FALSE
hsa-miR-6855-5p,GNAI2,0.9515,0,0.0281,FALSE,FALSE,FALSE,FALSE
hsa-miR-6855-5p,LYN,0.9636,0,0.0182,FALSE,FALSE,FALSE,FALSE
hsa-miR-6855-5p,ROCK2,0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,FALSE
hsa-miR-532-5p,HSP90AB1,-0.9879,0,0.0011,FALSE,FALSE,FALSE,TRUE
hsa-miR-500b-5p,YWHAB,0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,FALSE
hsa-miR-1468-5p,ANXA4,0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,FALSE
hsa-miR-421,RGS19,0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,FALSE
hsa-miR-548an,C8G,-0.9636,0,0.0182,FALSE,FALSE,FALSE,FALSE
hsa-miR-18b-5p,ATP2A3,0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,TRUE
hsa-miR-106a-5p,C4BPA,0.9758,0,0.007,FALSE,FALSE,FALSE,FALSE
hsa-miR-505-5p,CPD,-0.9515,0,0.0281,FALSE,FALSE,FALSE,FALSE
hsa-miR-505-5p,RAC1,0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,FALSE
hsa-miR-505-3p,CCT7,-0.9515,0,0.0281,FALSE,FALSE,FALSE,TRUE
hsa-miR-505-3p,RELN,-0.9636,0,0.0182,FALSE,FALSE,FALSE,TRUE
hsa-miR-505-3p,STOM,0.9636,0,0.0182,FALSE,FALSE,FALSE,FALSE
hsa-miR-9985,ANXA7,-0.9515,0,0.0281,FALSE,FALSE,FALSE,FALSE
hsa-miR-9985,FAM110D,-0.9879,0,0.0011,FALSE,FALSE,FALSE,FALSE
hsa-miR-9985,HSPA8,-0.9394,1e-04,0.0416,FALSE,FALSE,FALSE,FALSE
hsa-miR-9985,PON1,0.9515,0,0.0281,FALSE,FALSE,FALSE,FALSE
