Cluster,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
s_m,hsa-miR-421,hsa-miR-421,86,0.3794,1.5223,0.0126,0.0338,0.018,256,tags=48% list=36% signal=35%,NCKAP1/SLC16A1/CMIP/NAP1L4/DYNC1I2/PKM/DIAPH1/ANXA5/VCP/DDX21/CD47/UGP2/SLC25A3/SLC44A1/TXNRD1/PAK2/PHB2/ATP5F1A/HSP90B1/RAB11B/WDR1/PSMA1/TUBA1B/HSP90AA1/CFL1/HADHB/IGF2BP3/TENT4B/CAP1/ENO1/CD226/PCBP2/ATP1A1/HSPD1/NID1/HNRNPK/RPL13/DDX39A/EEF1A1/CS/EEF2
s_m,hsa-miR-142-3p,hsa-miR-142-3p,117,0.3457,1.4532,0.0129,0.0343,0.0183,190,tags=38% list=27% signal=34%,NCKAP1/CALM1/SLC16A1/ROCK2/RAC1/PTPRA/PKM/VAMP3/YWHAH/PSMA4/RAF1/TGFB1/DIAPH1/ITGB3/VCP/DDX21/RAB2A/CD47/YWHAB/HSPA8/TLN1/PGK1/SLC25A3/SLC44A1/TRAP1/SLC30A1/YWHAQ/VCL/HSP90B1/YWHAG/PTPRJ/YES1/YWHAE/CAPZA1/H2BC12/HSP90AA1/RAB8B/ATP6V1A/HNRNPD/LRPPRC/IGF2BP3/TENT4B/CAP1/RPA1/ACTB
s_m,hsa-miR-450a-5p,hsa-miR-450a-5p,152,0.3326,1.4486,0.013,0.0345,0.0184,194,tags=35% list=27% signal=32%,NCKAP1/DDAH2/RDX/LYN/PFN1/FAM110D/CAPZB/ROCK2/DYNC1I2/ACTA2/SLC2A3/PKM/TMBIM1/ANXA11/TGFB1/ADAM10/VCP/RAB2A/UGP2/ARF3/HSPA8/TLN1/PGK1/SLC25A3/SLC44A1/TXNRD1/ITGB1/RPL35/SLC30A1/PAK2/RPL3/PHB2/ATP5F1A/VCL/HSP90B1/CD36/RAB11B/TPP2/WDR1/GPI/YES1/RPS6/HSP90AA1/CAVIN2/FLNA/CFL1/LRPPRC/HADHB/CAP1/SHROOM3/RPL7/ACTB/SLC44A2
s_m,hsa-miR-4786-5p,hsa-miR-4786-5p,13,0.6417,1.6818,0.0134,0.0354,0.0189,156,tags=54% list=22% signal=43%,YWHAB/HSPA8/PAK2/PHB2/HSP90B1/GPI/YWHAE
s_m,hsa-miR-505-3p,hsa-miR-505-3p,95,0.3659,1.4955,0.014,0.0367,0.0196,233,tags=43% list=33% signal=33%,GPLD1/NCKAP1/CALM1/TRIM28/CAPZB/RAC1/PKM/ANXA5/VCP/CD47/TLN1/PGK1/PRKCSH/TXNRD1/ITGB1/SLC30A1/RPL9/ATP5F1A/HSP90B1/MYO18A/MCM6/PSMA1/TUBA1B/PTPRJ/HSP90AA1/FBL/GNB1/FLNA/ACTB/ENO1/CD226/PARVB/GNAS/PCBP2/ATP1A1/SHB/HSP90AB1/EIF2A/HSPD1/NID1/ULK1
s_m,hsa-miR-29b-2-5p,hsa-miR-29b-2-5p,115,0.351,1.4668,0.0143,0.0374,0.0199,242,tags=48% list=34% signal=38%,NCKAP1/CALM1/RDX/LYN/CMIP/ROCK2/SLCO3A1/RAB7A/RTCB/RAF1/RHOA/ADAM10/ANXA5/RAB2A/VTI1B/RAP1B/PGK1/PECAM1/TXNRD1/MYLK/CPNE3/ATP5F1A/MYO18A/CCT8/IQGAP2/PGD/YWHAE/H2BC12/LARP7/CAVIN2/CD82/GNB1/FLNA/SLC35A4/HNRNPD/LRPPRC/HADHB/NRAS/NONO/RPA1/ACTB/CPNE2/NACA/PHF6/GNAI2/ATP1A1/HSP90AB1/GAPDH/GNAZ/TFAM/NCAM1/HSPD1/GART/SPTB/HYOU1
s_m,hsa-miR-19b-1-5p,hsa-miR-19b-1-5p,76,0.3814,1.49,0.0144,0.0376,0.02,191,tags=45% list=27% signal=37%,CALM1/RDX/LYN/CMIP/DEK/PKM/PSMA4/RAF1/ANXA5/FNBP4/YWHAB/PFKP/CD55/SLC44A1/MYLK/PAK2/RPL27/CCT8/YWHAG/PSMA1/RPL27A/GPI/PGD/YES1/YWHAE/CD82/ATP6V1A/ARPC3/LRPPRC/TENT4B/CAP1/RPA1/ACTB/ENO1
s_m,hsa-miR-378c,hsa-miR-378c,141,0.3272,1.4083,0.0145,0.0376,0.02,225,tags=43% list=32% signal=37%,SLC16A1/RDX/CIB1/TRIM28/CMIP/GP1BB/ST8SIA4/WASF2/PKM/RBM42/ILK/RAF1/RHOA/DIAPH1/RAB2A/FNBP4/VTI1B/RAP1B/PRKG1/ARF3/HSPA8/TLN1/PGK1/PRKCSH/TRAP1/RPL35/SLC30A1/PAK2/SF3B2/YWHAQ/STEAP3/ATP5F1A/MCM6/TPP2/BSG/WDR1/GPI/YWHAE/HSP90AA1/GNB1/FLNA/SLC35A4/LRPPRC/HSPB1/TENT4B/CAP1/SHROOM3/RPA1/ACTB/ENO1/SLC44A2/CPNE2/WDR5/GNAI2/PCBP2/ATP1A1/HSP90AB1/GAPDH/EIF2A/ANXA2/TFAM
s_m,hsa-miR-340-3p,hsa-miR-340-3p,137,0.3391,1.4564,0.0151,0.039,0.0208,271,tags=49% list=38% signal=37%,CALM1/RAP2B/TRIM28/CMIP/STOM/ROCK2/DYNC1I2/DEK/PKM/C1QBP/TMBIM1/ILK/RHOA/CD9/DIAPH1/ANXA5/VCP/DDX21/FNBP4/VTI1B/RAP1B/YWHAB/HSPA8/TLN1/PRKCSH/PFKP/TRAP1/RPL3/YWHAZ/ATP5F1A/HSP90B1/CCT8/CD44/TPP2/PSMA1/PDIA3/YWHAE/HSP90AA1/RAB8B/FLNA/ATP6V1A/NONO/ACTB/ENO1/SLC44A2/CPNE1/NACA/CORO1C/PARVB/GNAS/PCBP2/EIF5A/ATP1A1/HSP90AB1/MSN/HNRNPK/PRDX1/EEF1A1/CS/RPS9/EEF2/VIM/RPS5/ITGA6/TOMM34/TKT/SLC1A5
s_m,hsa-miR-3120-3p,hsa-miR-3120-3p,11,0.6475,1.6364,0.0154,0.0396,0.0211,218,tags=82% list=31% signal=58%,NAP1L4/WASF2/PKM/DDX21/PAK2/PGD/GNB1/PCBP2/HSP90AB1
s_m,hsa-miR-193b-5p,hsa-miR-193b-5p,85,0.3726,1.4905,0.0156,0.0399,0.0212,218,tags=42% list=31% signal=33%,STOM/SLCO3A1/ANXA6/ALDOA/SLC2A3/PKM/VAMP3/ANXA11/RAF1/ADAM10/ANXA5/VCP/DDX21/SHH/YWHAB/RPL35/ANXA7/PHB2/CCT8/CD44/WDR1/RPS2/GPI/PGD/YWHAE/HSP90AA1/GNB1/LRPPRC/CAP1/NONO/ENO1/CPNE1/CORO1C/GNAS/ATP1A1/HSP90AB1
s_m,hsa-miR-330-5p,hsa-miR-330-5p,168,0.3192,1.4041,0.0156,0.0399,0.0212,237,tags=40% list=33% signal=35%,NCKAP1/SLC16A1/RDX/CMIP/STOM/ROCK2/PDCD6/ANXA6/ARPC2/ST8SIA4/PKM/RBM42/ANXA11/RHOA/DIAPH1/ANXA5/VCP/CD47/PRKG1/HSPA8/TLN1/PRKCSH/PFKP/SLC44A1/TRAP1/RPL35/SF3B2/SLC9A2/PHB2/RPL27/VCL/HSP90B1/MYO18A/TPP2/SRC/YWHAG/RPS2/GPI/PDIA3/PGD/YWHAE/CAPZA1/H2BC12/HSP90AA1/RAB8B/GNB1/FLNA/ATP6V1A/ARPC3/IGF2BP3/TENT4B/NRAS/SHROOM3/NONO/ENO1/SETD1A/CD226/NACA/PCBP2/HSP90AB1/GAPDH/NCAM1/MSN/RPL14/EIF3J/FGFR1/HNRNPK
s_m,hsa-miR-9-3p,hsa-miR-9-3p,68,0.3848,1.472,0.0159,0.0403,0.0214,248,tags=50% list=35% signal=36%,RAB27B/RAP2B/ROCK2/DEK/SLC2A3/PKM/YWHAH/PSMA4/RHOA/RAB2A/RAP1B/YWHAB/SLC25A3/SLC44A1/ITGB1/YWHAZ/VCL/HSP90B1/MCM6/WDR1/GPI/YWHAE/CAPZA1/RAB8B/FLNA/RPA1/ACTB/HSP90AB1/EIF2A/ANXA2/EIF3J/ULK1/EEF1A1/GLIPR2
s_m,hsa-miR-320c,hsa-miR-320c,187,0.3177,1.4156,0.0159,0.0403,0.0214,237,tags=44% list=33% signal=40%,ABCB9/NCKAP1/CALM1/SLC16A1/PFN1/CIB1/RAP2B/CMIP/STOM/ROCK2/RAC1/SLCO3A1/NAP1L4/ST8SIA4/SLC2A3/WASF2/PKM/F11R/RAB7A/RBM42/YWHAH/ANXA11/ILK/RHOA/ADAM10/PSMA6/DIAPH1/ANXA5/DDX21/RAB2A/CD47/YWHAB/ARF3/HSPA8/PGK1/SLC25A3/TXNRD1/TRAP1/SLC30A1/PAK2/CPNE3/SF3B2/YWHAZ/RPL27/MYO18A/CD44/IQGAP2/YWHAG/TUBA1B/PTPRJ/GPI/PGD/YES1/RPS6/HSP90AA1/RAB8B/FLNA/ATP6V1A/HNRNPD/LRPPRC/IGF2BP3/TENT4B/CAP1/NONO/ENO1/SLC44A2/CPNE1/CD226/IL1RAP/PHF6/CORO1C/GNAI2/PCBP2/ATP1A1/HSP90AB1/EIF2A/TFAM/NCAM1/EIF3J/ULK1/FGFR1/HNRNPK
s_m,hsa-miR-320d,hsa-miR-320d,92,0.3658,1.4871,0.0163,0.0409,0.0218,225,tags=43% list=32% signal=34%,NCKAP1/CALM1/SLC16A1/PFN1/RAP2B/CAPZB/STOM/ANXA6/SLC2A3/WASF2/F11R/YWHAH/RHOA/PSMA6/DDX21/YWHAB/ARF3/SLC25A3/ITGB1/SLC30A1/YWHAZ/VCL/HSP90B1/CD44/GPI/PGD/YWHAE/FLNA/IGF2BP3/ENO1/CPNE1/CD226/IL1RAP/PHF6/CORO1C/GNAI2/EIF5A/HSP90AB1/EIF2A/TFAM
s_m,hsa-miR-708-5p,hsa-miR-708-5p,115,0.3473,1.4514,0.0163,0.0409,0.0218,222,tags=42% list=31% signal=34%,NCKAP1/CALM1/SLC16A1/LYN/CMIP/ROCK2/HIP1R/PTPRA/PKM/VAMP3/CYFIP1/RAB7A/YWHAH/ANXA11/SRD5A1/ITGB3/DDX21/CD47/YWHAB/PRKG1/TLN1/SLC25A3/TRAP1/MYLK/YWHAZ/ATP5F1A/CCT8/CD44/MCM6/BSG/WDR1/PTPRJ/YES1/LARP7/RAB8B/FLNA/SPARCL1/HNRNPD/LRPPRC/NONO/RPL7/SETD1A/CORO1C/PCBP2/ATP1A1/HSP90AB1/GNAZ/EIF2A
s_m,hsa-miR-362-5p,hsa-miR-362-5p,54,0.4062,1.4703,0.0165,0.0413,0.022,179,tags=44% list=25% signal=36%,TSPAN9/ROCK2/NAP1L4/ARPC2/YWHAH/TMBIM1/RHOA/RAB2A/FNBP4/CD47/RAP1B/HSPA8/SLC25A3/SLC44A1/MYLK/SLC30A1/ATP5F1A/MCM6/SRC/GPI/HSP90AA1/RAB8B/CFL1/LRPPRC
s_m,hsa-miR-5582-3p,hsa-miR-5582-3p,11,0.6384,1.6135,0.0178,0.0438,0.0233,198,tags=64% list=28% signal=47%,CALM1/SLC16A1/SLCO3A1/PGK1/YWHAZ/IGF2BP3/CD226
s_m,hsa-miR-92a-2-5p,hsa-miR-92a-2-5p,18,0.5593,1.6033,0.0178,0.0438,0.0233,243,tags=61% list=34% signal=41%,PKM/RHOA/DIAPH1/TLN1/YWHAZ/CFL1/CPNE2/MSN/RPL14/NID1/G6PD
s_m,hsa-miR-628-5p,hsa-miR-628-5p,62,0.4053,1.5238,0.0178,0.0438,0.0233,215,tags=47% list=30% signal=36%,NCKAP1/CALM1/SLC16A1/LYN/SLCO3A1/DEK/ARPC2/PKM/RAB7A/PSMA4/RAF1/SLC30A1/ANXA7/SF3B2/ATP5F1A/WDR1/GPI/YES1/YWHAE/LRPPRC/HADHB/IGF2BP3/TENT4B/CAP1/NONO/FLOT1/PHF6/PCBP2/ATP1A1
s_m,hsa-miR-361-3p,hsa-miR-361-3p,80,0.3766,1.4808,0.018,0.0443,0.0236,256,tags=56% list=36% signal=40%,PFN1/RAP2B/CMIP/RAC1/ANXA6/YWHAH/PSMA3/ANXA11/ADAM10/DIAPH1/ANXA5/VCP/DDX21/VTI1B/YWHAB/HSPA8/TXNRD1/CD63/TRAP1/LDHB/SF3B2/PHB2/YWHAQ/WDR1/TUBA1B/RPS2/PTPRJ/HSP90AA1/FLNA/CAP1/RPA1/ENO1/SETD1A/PEBP1/IL1RAP/GNAI2/TFAM/ACADVL/HSPD1/EIF3J/FGFR1/HYOU1/EEF1A1/CS/EEF2
s_m,hsa-miR-1255a,hsa-miR-1255a,39,0.4411,1.4981,0.0182,0.0446,0.0237,249,tags=59% list=35% signal=40%,SLCO3A1/SLC2A3/DIAPH1/DDX21/RAB2A/YWHAB/HSPA8/PGK1/FERMT3/ANXA7/YWHAZ/HSP90B1/CD44/PDIA3/SLC35A4/NONO/PCBP2/EIF5A/ATP1A1/GNG5/ULK1/RPL13/GRPEL1
s_m,hsa-miR-2278,hsa-miR-2278,78,0.3882,1.5198,0.0184,0.0447,0.0238,227,tags=46% list=32% signal=35%,RDX/RAC1/ANXA6/WASF2/VAMP3/RAB7A/ILK/RAF1/RHOA/DIAPH1/RAB2A/VTI1B/YWHAB/HSPA8/YWHAQ/RPL27/CD44/TPP2/YWHAG/PTPRJ/RPS6/YWHAE/CAPZA1/CD82/GNB1/IGF2BP3/NRAS/RPL7/ACTB/ENO1/PSMB8/GNAI2/GNAS/ATP1A1/GAPDH/ACADVL
s_m,hsa-miR-6852-5p,hsa-miR-6852-5p,11,0.637,1.61,0.0187,0.0454,0.0242,94,tags=27% list=13% signal=24%,NCKAP1/SLC16A1/PGK1
s_m,hsa-miR-26a-2-3p,hsa-miR-26a-2-3p,58,0.4088,1.5078,0.019,0.046,0.0245,256,tags=52% list=36% signal=36%,NCKAP1/RAP2B/CAPZB/F11R/RAF1/ADAM10/DIAPH1/VCP/DDX21/YWHAB/HSPA8/STX7/YWHAZ/CD44/RPS2/PGD/HSP90AA1/FBL/HNRNPD/LRPPRC/RPA1/PEBP1/NACA/EIF5A/ATP1A1/TFAM/HNRNPK/CS/PSMA2/EEF2
s_m,hsa-miR-130b-5p,hsa-miR-130b-5p,146,0.326,1.4063,0.0198,0.0477,0.0254,220,tags=40% list=31% signal=34%,RDX/CMIP/RAC1/NAP1L4/DEK/ARPC2/ST8SIA4/WASF2/VAMP3/CYFIP1/RAB7A/PSMA3/RTCB/DIAPH1/ANXA5/VCP/DDX21/FNBP4/YWHAB/HSPA8/PRKCSH/PFKP/CD55/TRAP1/ITGB1/ANXA7/SF3B2/YWHAQ/ATP5F1A/VCL/HSP90B1/CD44/YWHAG/WDR1/GPI/RPS6/YWHAE/CAPZA1/HSP90AA1/CD82/FBL/GNB1/FLNA/ATP6V1A/LRPPRC/HADHB/NRAS/RPA1/ACTB/ENO1/SLC44A2/SETD1A/PHF6/GNAS/ATP1A1/HSP90AB1/GAPDH/GNAZ
s_m,hsa-miR-181b-2-3p,hsa-miR-181b-2-3p,10,0.6501,1.598,0.02,0.0479,0.0255,150,tags=60% list=21% signal=48%,SLCO3A1/ACTA2/PSMA4/PHB2/PTPRJ/PDIA3
s_m,hsa-miR-450a-2-3p,hsa-miR-450a-2-3p,31,0.4666,1.5156,0.0205,0.0488,0.026,226,tags=52% list=32% signal=37%,CAPZB/RAC1/ARPC2/PTPRA/RTCB/YWHAB/ARF3/PTPRJ/HLA-A/HNRNPD/NONO/ACTB/IL1RAP/GNAI2/FLOT2/NCAM1
s_m,hsa-miR-3613-3p,hsa-miR-3613-3p,25,0.4975,1.5342,0.0208,0.0493,0.0262,209,tags=56% list=30% signal=41%,RHOA/CD9/CD47/RAP1B/TLN1/ATP5F1A/HSP90B1/YWHAE/CAPZA1/HNRNPD/TENT4B/NRAS/ACTB/PARVB
s_m,hsa-miR-500a-3p,hsa-miR-500a-3p,182,0.3084,1.3672,0.0208,0.0493,0.0262,238,tags=43% list=34% signal=39%,NCKAP1/DDAH2/TRIM28/HIP1R/RAC1/PDCD6/ANXA6/ARPC2/RHOT2/VAMP3/F11R/PSMA4/ANXA11/ILK/RAF1/RHOA/DIAPH1/VCP/DDX21/RAP1B/YWHAB/HSPA8/TLN1/PGK1/SLC25A3/SLC44A1/HSPA1A/ITGB1/LDHB/MYLK/PAK2/STX7/ANXA7/SF3B2/PHB2/YWHAQ/YWHAZ/ATP5F1A/VCL/MYO18A/CCT8/CD44/TPP2/SRC/YWHAG/WDR1/PTPRJ/GPI/PDIA3/PGD/YES1/RPS6/CAPZA1/FBL/FLNA/HLA-A/ATP6V1A/SLC35A4/PSMA7/CAP1/NRAS/SHROOM3/ACTB/ENO1/SETD1A/CD226/PPIA/GNAS/PCBP2/EIF5A/ATP1A1/GAPDH/FLOT2/ACADVL/HSPD1/EIF3J/ULK1/HNRNPK/RPL13
s_m,hsa-miR-574-3p,hsa-miR-574-3p,68,0.3774,1.4439,0.0211,0.0497,0.0265,197,tags=38% list=28% signal=31%,LYN/RAP2B/TRIM28/RAC1/ACTA2/RAF1/TGFB1/ANXA5/DDX21/HSPA8/TLN1/ITGB1/SF3B2/STEAP3/YWHAZ/HSP90B1/MYO18A/WDR1/TUBA1B/RPS2/RPS6/FLNA/IGF2BP3/ACTB/CPNE1/SETD1A
s_c,hsa-miR-182-5p,hsa-miR-182-5p,388,0.4349,1.6406,0,0.0016,0.0015,191,tags=34% list=27% signal=55%,WDR5/CTSC/DHX15/VDAC1/PON3/HABP2/RPL10/EIF2A/FNBP4/HIP1R/LRPPRC/EIF3H/TOMM34/EPPK1/FBL/PFKP/CD44/ANP32B/FBLN1/RPL13/SRRM1/VDAC2/PFKM/API5/RPS7/CIB1/HYOU1/GANAB/PSMC5/RPL27A/HADHB/SLC35A4/DDX39A/FGFR1/RPL14/MAPRE1/RPS18/ILF3/SF3B2/ROCK2/ITGA2/PABPC1/PGAM1/RAB11B/BSG/SFPQ/TFAM/KMT2A/RPS5/RPS9/ELAVL1/LHFPL2/F2/STEAP3/CD99/PPME1/CMPK1/CS/HTATIP2/GRPEL1/NME1/ITIH2/UGP2/RAD23B/TTR/TESC/TXNRD1/ARF3/PAK2/PGK1/RAP2B/RPL18/ANXA6/HSPD1/IDH1/PHB1/ANXA4/GNG5/GP1BA/FLOT2/HPX/EEF1A1/TKT/RAB6A/CPNE2/STX11/EIF4G1/MCM6/ATP6V1A/RAB7A/GPI/DEK/TSPAN9/RPL29/RAB1A/SLC1A5/CP/SLC25A3/CCT5/GP1BB/CPD/VCP/GNB1/SLC16A1/RDX/EIF5A/RPS13/RAC1/RPS6/S100A6/TTYH3/SLC44A2/TFRC/PKM/VPS37C/SETD1A/IL1RAP/CD274/RTCB/CORO1C/VAMP3/HNRNPK/PRPF19/TPP2/ANXA11/FLOT1/EEF2/SLC30A1/VIM/RAB5C/RPL3/EIF4A2/ATP2B4
s_c,hsa-miR-103a-3p,hsa-miR-103a-3p,408,0.4009,1.5132,2e-04,0.0438,0.0405,191,tags=34% list=27% signal=58%,WDR5/CTSC/DHX15/VDAC1/RPL10/EIF2A/FNBP4/HIP1R/LRPPRC/H1-2/EIF3H/TOMM34/EPPK1/PFKP/CD44/ANP32B/FBLN1/RPL13/SRRM1/VDAC2/PFKM/API5/CIB1/HYOU1/GANAB/PSMC5/RPL27A/HADHB/SLC35A4/RBM42/FGFR1/RPL14/GSTP1/MAPRE1/ILF3/SF3B2/LARP7/ROCK2/ITGA2/PABPC1/RAB11B/BSG/SFPQ/TFAM/KMT2A/RPS5/ELAVL1/LHFPL2/CALHM5/STEAP3/PPME1/PYCR1/CMPK1/CS/GRPEL1/TSPAN2/RAD23B/TTR/TXNRD1/ARF3/KNG1/PAK2/MYLK/PGK1/RAP2B/ANXA6/HSPD1/SPTBN4/IDH1/PHB1/L2HGDH/EIF3J/GNG5/FLOT2/HPX/EEF1A1/TKT/RHOT2/RAB6A/SHH/STX11/EIF4G1/MCM6/ATP6V1A/RAB7A/GPI/DEK/TSPAN9/RPL29/RAB1A/SLC1A5/CP/SLC25A3/RPL7/CCT5/GP1BB/PTPRA/CPD/RGS19/VCP/GNB1/SLC16A1/RDX/EIF5A/RPS13/RAC1/PECAM1/RPS6/SHROOM3/S100A6/TTYH3/SLC44A2/HSPB1/TFRC/PSMA3/PKM/VPS37C/SETD1A/CD151/IL1RAP/CD274/CYB5R3/RTCB/CORO1C/VAMP3/HNRNPK/PRPF19/LYN/TPP2/ANXA11/FLOT1/EEF2/SLC30A1/VIM/RAB5C/EIF4A2/ATP2B4
m_c,hsa-miR-449a,hsa-miR-449a,173,-0.3534,-1.7121,2e-04,0.013,0.0108,171,tags=35% list=24% signal=35%,SLC44A1/VAMP3/TUBA1B/CD82/ETFB/UBA1/CD9/HNRNPA2B1/LIMS1/GNAI2/SRC/ULK1/ADCY6/RAC1/NCAM1/EHD3/ADAM10/PTPRJ/CD99/PLXDC2/WASF2/ATP5F1A/RAF1/TENT4B/ITGB3/LDHA/HSP90AB1/RHOA/VWF/RDX/ACTB/YWHAQ/CYFIP1/CMIP/ILK/YWHAZ/ALDOA/NAP1L4/ACAN/TSPAN9/CD63/TLN1/DIAPH1/DDAH2/PFN1/SEC63/TRIM28/PDCD6/GAPDH/CANX/MAP4/ANXA5/RPL35/CALM1/HBA1/CAPZB/FLNB/DDX21/DNM1/NCKAP1
m_c,hsa-miR-130a-3p,hsa-miR-130a-3p,269,-0.3051,-1.5616,2e-04,0.013,0.0108,209,tags=38% list=30% signal=43%,CD46/GDI1/RAB8B/ANXA11/ITGB1/RTCB/PTPRA/DEK/GLIPR2/CDC5L/CDC42/PDIA3/ITGA5/TPI1/MAN1C1/FLNA/CD55/PKM/HSP90AA1/UBB/SLC44A1/VAMP3/ANXA7/YWHAE/HP/UBA1/PRDX1/HSPA8/LIMS1/MSN/GNAI2/CPNE1/HLA-A/SRC/RPS4X/RAB2A/CAP1/RAC1/F11R/HLA-B/NCAM1/H2AC4/RAP1B/ADAM10/TGFB1/WDR1/C1S/CAPZA1/ENO1/PTPRJ/PLXDC2/PSMA4/YES1/ANXA2/GNAZ/PEBP1/MYO18A/RAF1/HSPA1A/LDHA/RHOA/VWF/RDX/ICAM2/ACTB/YARS1/YWHAQ/SLC16A1/CAVIN2/ILK/CALR/IQGAP2/ALDOA/SLC2A3/TSPAN9/HSP90B1/FTH1/YWHAG/TLN1/DIAPH1/F13A1/ARPC2/HNRNPD/SEC63/STOM/YWHAB/PRKG1/TRIM28/FERMT3/CANX/DCTN1/TRAP1/H4C1/CALM1/ARPC3/CAPZB/FLNB/ST8SIA4/DDX21/DNM1/TMBIM1/NCKAP1
m_c,hsa-miR-17-5p,hsa-miR-17-5p,424,-0.2966,-1.5342,1e-04,0.013,0.0108,159,tags=28% list=22% signal=54%,ANXA7/YWHAE/UBA1/PRDX1/CD9/HNRNPA2B1/IDH2/HSPA8/LIMS1/MSN/SPARCL1/GNAI2/CPNE1/ACADVL/SRD5A1/SRC/ULK1/ADCY6/RAB2A/CAP1/RAC1/F11R/HLA-B/NCAM1/EHD3/STX4/RAP1B/RPL27/ADAM10/SUSD1/TGFB1/WDR1/C1S/CAPZA1/ENO1/PSMA7/PTPRJ/CD99/PLXDC2/PSMA4/YES1/IGF2BP3/WASF2/ATP5F1A/ANXA2/GNAZ/PEBP1/NID1/MYO18A/RAF1/KCTD12/TENT4B/HSPA1A/ITGB3/LDHA/HSP90AB1/RHOA/VWF/RDX/LYN/ACTB/YARS1/YWHAQ/HBD/CYFIP1/SLC16A1/CAVIN2/CMIP/ILK/CALR/IQGAP2/YWHAZ/ALDOA/NAP1L4/PARVB/SLC2A3/VCL/ACAN/CD36/TSPAN9/TXN/HSP90B1/CORO1B/FTH1/YWHAG/TLN1/DIAPH1/F13A1/ARPC2/HNRNPD/SEC63/STOM/YWHAB/C1QBP/H2BC12/SLCO3A1/MAP3K11/TRIM28/PDCD6/GAPDH/CANX/MAP4/DCTN1/MYCT1/YWHAH/TRAP1/ANXA5/CALM1/ARPC3/CAPZB/ABCB9/CRTAC1/FLNB/ST8SIA4/DDX21/DNM1/TMBIM1/ACTA2/NCKAP1
m_c,hsa-let-7c-5p,hsa-let-7c-5p,427,-0.2938,-1.5247,2e-04,0.013,0.0108,214,tags=36% list=30% signal=64%,CD47/LRP1/H3C1/RAP2B/TUBB1/CD46/GDI1/PSMA3/RAB8B/GPLD1/ANXA11/ITGB1/RTCB/TPM3/PTPRA/PSMB7/DEK/FCER1G/GLIPR2/CDC5L/SYK/PDIA3/ITGA5/TPI1/CD226/CCT8/MAN1C1/FLNA/AGT/CD55/PKM/ACTR1A/HSP90AA1/UBB/GP1BB/SLC44A1/VAMP3/TUBA1B/CD82/EML3/C1QC/TRIM58/ANXA7/YWHAE/UBA1/PRDX1/CD9/CFL1/HNRNPA2B1/IDH2/HSPA8/LIMS1/LDHB/MSN/SPARCL1/GNAI2/CPNE1/ACADVL/HLA-A/SRD5A1/SRC/ULK1/RPS4X/ADCY6/RAB2A/CAP1/RAC1/F11R/HLA-B/NCAM1/STX4/RPL27/ADAM10/WDR1/C1S/CAPZA1/ENO1/PSMA7/PTPRJ/PLXDC2/PSMA4/ECM1/PI16/IGF2BP3/WASF2/ATP5F1A/ANXA2/NID1/MYO18A/RAF1/KCTD12/TENT4B/ITGB3/LDHA/C1QA/HSP90AB1/RHOA/VWF/RDX/LYN/ACTB/YARS1/CYFIP1/SLC16A1/CMIP/ILK/CALR/IQGAP2/YWHAZ/ALDOA/NAP1L4/PARVB/SLC2A3/VCL/ACAN/CD36/TSPAN9/TXN/CD63/HSP90B1/CORO1B/FTH1/YWHAG/TLN1/DIAPH1/F13A1/ARPC2/HNRNPD/PFN1/SEC63/STOM/YWHAB/C1QBP/H2BC12/MAP3K11/TRIM28/GAPDH/CANX/PRKCSH/MAP4/DCTN1/YWHAH/TRAP1/ANXA5/CALM1/ARPC3/CAPZB/ABCB9/CRTAC1/FLNB/ST8SIA4/DDX21/DNM1/TMBIM1/NCKAP1
m_c,hsa-miR-21-5p,hsa-miR-21-5p,380,-0.2926,-1.504,2e-04,0.013,0.0108,158,tags=28% list=22% signal=48%,YWHAE/HP/UBA1/PRDX1/CFL1/HNRNPA2B1/IDH2/HSPA8/LIMS1/LDHB/MSN/GNAI2/SRD5A1/SRC/ULK1/RPS4X/ADCY6/RAB2A/CAP1/RAC1/F11R/NCAM1/EHD3/RAP1B/RPL27/ADAM10/SUSD1/TGFB1/WDR1/C1S/CAPZA1/ENO1/PSMA7/PTPRJ/PLXDC2/PSMA4/PSMA6/WASF2/GNAZ/PEBP1/MYO18A/RAF1/KCTD12/TENT4B/HSPA1A/ITGB3/LDHA/HSP90AB1/RHOA/VWF/RDX/ACTB/YARS1/YWHAQ/CYFIP1/SLC16A1/CAVIN2/CMIP/ILK/CALR/IQGAP2/YWHAZ/NAP1L4/PARVB/SLC2A3/VCL/ACAN/TSPAN9/TXN/HSP90B1/CORO1B/FTH1/YWHAG/TLN1/DIAPH1/ARPC2/HNRNPD/PFN1/SEC63/STOM/YWHAB/C1QBP/H2BC12/PRKG1/SLCO3A1/MAP3K11/TRIM28/PDCD6/GAPDH/CANX/PRKCSH/MAP4/DCTN1/YWHAH/TRAP1/ANXA5/RPL35/CALM1/HBA1/ARPC3/CAPZB/CRTAC1/FLNB/ST8SIA4/DDX21/TMBIM1/ACTA2/NCKAP1
